location,date,vaccine,total_vaccinations
Lithuania,27/04/2021,Moderna,75234
Lithuania,27/04/2021,Oxford/AstraZeneca,209004
Lithuania,27/04/2021,Pfizer/BioNTech,617757
Lithuania,28/04/2021,Johnson&Johnson,226
Lithuania,28/04/2021,Moderna,75805
Lithuania,28/04/2021,Oxford/AstraZeneca,209692
Lithuania,28/04/2021,Pfizer/BioNTech,631718
Lithuania,29/04/2021,Johnson&Johnson,336
Lithuania,29/04/2021,Moderna,77883
Lithuania,29/04/2021,Oxford/AstraZeneca,211849
Lithuania,29/04/2021,Pfizer/BioNTech,660078
Lithuania,30/04/2021,Johnson&Johnson,430
Lithuania,30/04/2021,Moderna,82292
Lithuania,30/04/2021,Oxford/AstraZeneca,213533
Lithuania,30/04/2021,Pfizer/BioNTech,691601
Lithuania,1/05/2021,Johnson&Johnson,472
Lithuania,1/05/2021,Moderna,82719
Lithuania,1/05/2021,Oxford/AstraZeneca,214369
Lithuania,1/05/2021,Pfizer/BioNTech,706082
Lithuania,2/05/2021,Johnson&Johnson,472
Lithuania,2/05/2021,Moderna,82720
Lithuania,2/05/2021,Oxford/AstraZeneca,214376
Lithuania,2/05/2021,Pfizer/BioNTech,706820
Lithuania,3/05/2021,Johnson&Johnson,596
Lithuania,3/05/2021,Moderna,85992
Lithuania,3/05/2021,Oxford/AstraZeneca,219112
Lithuania,3/05/2021,Pfizer/BioNTech,712083
Lithuania,4/05/2021,Johnson&Johnson,906
Lithuania,4/05/2021,Moderna,89093
